worker,assignment,subject,ord,t,true_t,rt,event,piece,move_num,move,instance,optlen,diffoptlen,initial,restart,surrender,error_made,error_tomake,mild_error,mild_error_tomake,severe_error,severe_error_tomake,nonerror_tomake,decision,further,consec_error,consec_error_closer,consec_error_further,consec_error_cross,max_optlen,min_diffoptlen,max_diffoptlen,range_diffoptlen,max_consec_error,max_consec_error_closer,max_consec_error_further,max_consec_error_cross,node_human_static,max_node,edge_human_static,en_human_static,enp_human_static,e2n_human_static,scc_human_static,maxscc_human_static,cycle_human_static,maxcycle_human_static,cincycle_human_static,ninc_human_static,pnc_human_static,depth_human_static,ndepth_human_static,gcluster_human_static,lcluster_human_static,,,mobility,mobility_reduced,tie_mobred,mobinc,consec_mobility_reduced,,max_mobility,max_consec_mobility_reduced
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2743,1.52E+12,1.52E+12,609,drag_end,6,18,20,prb20888,20,6,14,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,6,4,0,8,0.89,5,4,0,0,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2745,1.52E+12,1.52E+12,511,drag_end,r,19,13,prb20888,21,7,14,0,0,1,1,0,1,1,0,0,2,1,2,0,2,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,6,4,0,9,1,5,4,0,0,,,6,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2747,1.52E+12,1.52E+12,929,drag_end,3,20,6,prb20888,21,7,14,0,0,1,0,1,0,0,0,1,1,1,3,0,3,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,6,6,2,9,1,7,2,0,0,,,5,1,0,0,3,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2751,1.52E+12,1.52E+12,2240,drag_end,3,21,24,prb20888,20,6,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,4,0,9,1,5,3,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2753,1.52E+12,1.52E+12,607,drag_end,r,22,12,prb20888,19,5,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,4,0,8,0.89,5,3,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2755,1.52E+12,1.52E+12,631,drag_end,6,23,2,prb20888,18,4,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,4,0,8,0.89,6,3,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2757,1.52E+12,1.52E+12,616,drag_end,7,24,25,prb20888,19,5,14,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,6,8,6,9,1,9,2,0,0,,,8,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2759,1.52E+12,1.52E+12,736,drag_end,1,25,18,prb20888,18,4,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,6,1,8,0.89,8,1,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2761,1.52E+12,1.52E+12,1522,drag_end,2,26,21,prb20888,17,3,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,6,1,8,0.89,7,1,0,0,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2763,1.52E+12,1.52E+12,1687,drag_end,0,27,9,prb20888,18,4,14,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,6,1,8,0.89,7,1,0,0,,,7,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2765,1.52E+12,1.52E+12,600,drag_end,4,28,5,prb20888,19,5,14,0,0,1,0,0,0,1,0,1,1,1,2,0,2,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,6,1,8,0.89,8,1,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2769,1.52E+12,1.52E+12,1529,drag_end,6,29,8,prb20888,18,4,14,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,7,4,6,2,7,0.78,8,1,0,0,,,8,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2771,1.52E+12,1.52E+12,903,drag_end,5,30,3,prb20888,18,4,14,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,7,4,6,2,7,0.78,8,2,0,0,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2773,1.52E+12,1.52E+12,610,drag_end,6,31,2,prb20888,17,3,14,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,5,6,2,8,0.89,8,2,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2775,1.52E+12,1.52E+12,695,drag_end,2,32,15,prb20888,17,3,14,0,0,1,1,1,1,0,0,0,2,1,1,0,1,0,,,,,,,,,9,,15,1.67,1.88,25,1,8,7,6,6,8,0.89,8,2,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2777,1.52E+12,1.52E+12,872,drag_end,2,33,21,prb20888,17,3,14,0,0,1,1,1,0,0,1,0,3,1,2,0,2,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,5,6,2,8,0.89,8,2,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2781,1.52E+12,1.52E+12,1807,drag_end,6,34,8,prb20888,18,4,14,0,0,1,1,0,1,1,0,0,2,1,3,0,3,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,7,4,6,2,7,0.78,8,2,0,0,,,8,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2783,1.52E+12,1.52E+12,680,drag_end,5,35,0,prb20888,18,4,14,0,0,1,1,1,0,0,1,0,3,1,4,0,4,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,7,4,6,2,7,0.78,8,1,0,0,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2785,1.52E+12,1.52E+12,952,drag_end,6,36,2,prb20888,19,5,14,0,0,1,0,0,0,1,0,1,1,1,5,0,5,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,6,1,8,0.89,8,1,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2789,1.52E+12,1.52E+12,2113,drag_end,4,37,23,prb20888,18,4,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,6,1,8,0.89,7,1,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2791,1.52E+12,1.52E+12,646,drag_end,0,38,10,prb20888,17,3,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,6,1,8,0.89,7,1,0,0,,,7,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2793,1.52E+12,1.52E+12,961,drag_end,2,39,3,prb20888,18,4,14,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,6,1,8,0.89,8,1,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2795,1.52E+12,1.52E+12,752,drag_end,7,40,27,prb20888,17,3,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,6,1,8,0.89,8,1,0,0,,,10,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2797,1.52E+12,1.52E+12,760,drag_end,1,41,21,prb20888,18,4,14,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,4,0,8,0.89,6,3,0,0,,,10,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2801,1.52E+12,1.52E+12,1953,drag_end,6,42,20,prb20888,19,5,14,0,0,1,1,0,0,1,1,0,3,1,2,0,2,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,4,0,8,0.89,5,3,0,0,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2803,1.52E+12,1.52E+12,632,drag_end,r,43,13,prb20888,20,6,14,0,0,1,1,0,0,1,1,0,3,1,3,0,3,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,4,0,9,1,5,3,0,0,,,6,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2805,1.52E+12,1.52E+12,856,drag_end,3,44,6,prb20888,21,7,14,0,0,1,0,0,0,1,0,1,1,1,4,0,4,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,6,6,2,9,1,7,2,0,0,,,5,1,0,0,3,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2807,1.52E+12,1.52E+12,1935,drag_end,3,45,24,prb20888,20,6,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,4,0,9,1,5,3,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2809,1.52E+12,1.52E+12,1873,drag_end,r,46,12,prb20888,19,5,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,4,0,8,0.89,5,3,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2811,1.52E+12,1.52E+12,799,drag_end,6,47,2,prb20888,18,4,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,4,0,8,0.89,6,3,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2813,1.52E+12,1.52E+12,912,drag_end,7,48,25,prb20888,19,5,14,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,6,8,6,9,1,9,2,0,0,,,8,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2815,1.52E+12,1.52E+12,2344,drag_end,7,49,27,prb20888,18,4,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,4,4,0,8,0.89,6,3,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2817,1.52E+12,1.52E+12,760,drag_end,6,50,20,prb20888,19,5,14,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,4,0,8,0.89,5,3,0,0,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2819,1.52E+12,1.52E+12,1007,drag_end,r,51,13,prb20888,20,6,14,0,0,1,1,0,0,1,1,0,3,1,2,0,2,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,4,0,9,1,5,3,0,0,,,6,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2821,1.52E+12,1.52E+12,697,drag_end,3,52,6,prb20888,21,7,14,0,0,1,1,0,0,1,1,0,3,1,3,0,3,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,6,6,2,9,1,7,2,0,0,,,5,1,0,0,3,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2827,1.52E+12,1.52E+12,3808,drag_end,5,53,1,prb20888,22,8,14,0,0,1,1,0,1,1,0,0,2,1,4,0,4,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,6,4,0,8,0.89,6,2,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2829,1.52E+12,1.52E+12,594,drag_end,3,54,0,prb20888,22,8,14,0,0,1,1,1,0,0,1,0,3,1,5,0,5,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,6,4,0,8,0.89,6,4,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2831,1.52E+12,1.52E+12,830,drag_end,r,55,12,prb20888,23,9,14,0,0,1,1,0,0,1,1,0,3,1,6,0,6,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,8,6,4,9,1,6,4,0,0,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2833,1.52E+12,1.52E+12,704,drag_end,6,56,8,prb20888,24,10,14,0,0,1,1,0,0,1,1,0,3,1,7,0,7,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,13,8,27,9,1,8,4,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2835,1.52E+12,1.52E+12,736,drag_end,7,57,24,prb20888,25,11,14,0,0,1,1,0,0,1,1,0,3,1,8,0,8,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,11,8,23,9,1,9,4,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2837,1.52E+12,1.52E+12,1656,drag_end,6,58,20,prb20888,26,12,14,0,0,1,1,0,0,1,1,0,3,1,9,0,9,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,8,8,10,9,1,9,2,0,0,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2839,1.52E+12,1.52E+12,597,drag_end,r,59,13,prb20888,27,13,14,0,0,1,1,0,0,1,1,0,3,1,10,0,10,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,8,8,11,9,1,9,2,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2843,1.52E+12,1.52E+12,1668,drag_end,3,60,12,prb20888,28,14,14,0,0,1,1,0,0,1,1,0,3,1,11,0,11,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,6,6,3,9,1,7,2,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2845,1.52E+12,1.52E+12,695,drag_end,5,61,0,prb20888,29,15,14,0,0,1,1,0,0,1,1,0,3,1,12,0,12,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,6,2,9,1,7,1,0,0,,,3,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2851,1.52E+12,1.52E+12,2648,drag_end,4,62,17,prb20888,30,16,14,0,0,1,0,0,0,1,0,1,1,1,13,0,13,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,7,8,9,9,1,8,1,0,0,,,3,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2857,1.52E+12,1.52E+12,1513,drag_end,5,63,1,prb20888,29,15,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,8,8,10,9,1,9,1,0,0,,,4,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2859,1.52E+12,1.52E+12,623,drag_end,3,64,0,prb20888,28,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,10,8,16,9,1,9,4,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2863,1.52E+12,1.52E+12,1177,drag_end,r,65,12,prb20888,27,13,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,10,8,16,9,1,9,4,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2865,1.52E+12,1.52E+12,648,drag_end,6,66,8,prb20888,26,12,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,16,1.78,1.78,28.44,1,9,14,8,38,9,1,9,5,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2867,1.52E+12,1.52E+12,1096,drag_end,7,67,27,prb20888,25,11,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,16,1.78,1.78,28.44,1,9,16,8,47,9,1,8,5,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2869,1.52E+12,1.52E+12,872,drag_end,6,68,20,prb20888,24,10,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,11,8,16,9,1,8,2,0,0,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2871,1.52E+12,1.52E+12,1128,drag_end,r,69,13,prb20888,23,9,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,15,1.67,1.88,25,1,8,8,6,4,8,0.89,8,2,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2873,1.52E+12,1.52E+12,711,drag_end,3,70,24,prb20888,22,8,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,8,6,4,8,0.89,7,2,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2875,1.52E+12,1.52E+12,818,drag_end,5,71,0,prb20888,21,7,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,7,6,4,9,1,7,1,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2877,1.52E+12,1.52E+12,1134,drag_end,r,72,12,prb20888,20,6,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,5,6,2,8,0.89,7,1,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2879,1.52E+12,1.52E+12,817,drag_end,6,73,2,prb20888,19,5,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,15,1.67,1.88,25,1,8,5,6,2,8,0.89,8,1,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2881,1.52E+12,1.52E+12,968,drag_end,6,74,20,prb20888,20,6,14,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,5,6,2,8,0.89,7,1,0,0,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2885,1.52E+12,1.52E+12,1639,drag_end,4,75,23,prb20888,19,5,14,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,4,4,0,8,0.89,5,3,0,0,,,7,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2893,1.52E+12,1.52E+12,2160,drag_end,5,76,1,prb20888,20,6,14,0,0,1,1,0,0,1,1,0,3,1,1,0,1,0,,,,,,,,,9,,13,1.44,1.44,18.78,1,9,5,4,0,9,1,5,4,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2895,1.52E+12,1.52E+12,753,drag_end,r,77,13,prb20888,21,7,14,0,0,1,1,0,0,1,1,0,3,1,2,0,2,0,,,,,,,,,9,,13,1.44,1.62,18.78,1,8,6,4,0,8,0.89,5,4,0,0,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2897,1.52E+12,1.52E+12,727,drag_end,3,78,0,prb20888,22,8,14,0,0,1,1,0,0,1,1,0,3,1,3,0,3,0,,,,,,,,,9,,14,1.56,1.75,21.78,1,8,6,4,0,8,0.89,6,4,0,0,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2899,1.52E+12,1.52E+12,673,drag_end,r,79,12,prb20888,23,9,14,0,0,1,1,0,0,1,1,0,3,1,4,0,4,0,,,,,,,,,9,,14,1.56,1.56,21.78,1,9,8,6,4,9,1,6,4,0,0,,,4,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2901,1.52E+12,1.52E+12,647,drag_end,6,80,8,prb20888,24,10,14,0,0,1,1,0,0,1,1,0,3,1,5,0,5,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,13,8,27,9,1,8,4,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,2903,1.52E+12,1.52E+12,752,drag_end,7,81,24,prb20888,25,11,14,0,0,1,1,0,0,1,1,0,3,1,6,0,6,0,,,,,,,,,9,,15,1.67,1.67,25,1,9,11,8,23,9,1,9,4,0,0,,,6,0,1,0,0,,,
