worker,assignment,subject,ord,t,true_t,rt,event,piece,move_num,move,instance,optlen,diffoptlen,initial,restart,surrender,error_made,error_tomake,mild_error,mild_error_tomake,severe_error,severe_error_tomake,nonerror_tomake,decision,further,consec_error,consec_error_closer,consec_error_further,consec_error_cross,max_optlen,min_diffoptlen,max_diffoptlen,range_diffoptlen,max_consec_error,max_consec_error_closer,max_consec_error_further,max_consec_error_cross,node_human_static,max_node,edge_human_static,en_human_static,enp_human_static,e2n_human_static,scc_human_static,maxscc_human_static,cycle_human_static,maxcycle_human_static,cincycle_human_static,ninc_human_static,pnc_human_static,depth_human_static,ndepth_human_static,gcluster_human_static,lcluster_human_static,,,mobility,mobility_reduced,tie_mobred,mobinc,consec_mobility_reduced,,max_mobility,max_consec_mobility_reduced
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,9,1.52E+12,1.52E+12,0,start,NA,0,NA,prb11647,7,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35,-15,19,34,23,21,18,23,7,9,9,1.29,1.8,11.57,2,2,2,2,0,4,0.57,4,2,0,0,,,13,0,0,0,0,,21,10
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,11,1.52E+12,1.52E+12,4037,drag_end,7,0,18,prb11647,6,-1,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,6,,7,1.17,1.4,8.17,1,4,3,2,0,4,0.67,3,1,0,0,,,12,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,13,1.52E+12,1.52E+12,3095,drag_end,0,1,24,prb11647,6,-1,7,0,0,1,1,1,1,0,0,0,2,0,1,1,0,0,,,,,,,,,6,,7,1.17,1.4,8.17,1,4,3,2,0,4,0.67,3,1,0,0,,,10,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,15,1.52E+12,1.52E+12,2113,drag_end,5,2,26,prb11647,6,-1,7,0,0,1,0,1,0,0,0,1,1,0,2,2,0,0,,,,,,,,,6,,6,1,1.5,6,1,3,2,2,0,3,0.5,3,1,0,0,,,11,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,17,1.52E+12,1.52E+12,704,drag_end,6,3,30,prb11647,5,-2,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,5,,5,1,1.25,5,1,2,1,2,0,2,0.4,4,1,0,0,,,11,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,19,1.52E+12,1.52E+12,1247,drag_end,2,4,28,prb11647,5,-2,7,0,0,1,1,1,0,0,1,0,3,0,1,1,0,1,,,,,,,,,5,,6,1.2,1.5,7.2,1,2,1,2,0,2,0.4,5,1,0.5,0.34,,,6,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,21,1.52E+12,1.52E+12,2208,drag_end,7,5,21,prb11647,6,-1,7,0,0,1,1,0,0,1,1,0,3,0,2,2,0,2,,,,,,,,,5,,6,1.2,1.5,7.2,1,2,1,2,0,2,0.4,5,1,0.5,0.34,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,25,1.52E+12,1.52E+12,2624,drag_end,6,6,31,prb11647,7,0,7,0,0,1,1,0,0,1,1,0,3,0,3,3,0,3,,,,,,,,,5,,6,1.2,1.5,7.2,1,2,1,2,0,2,0.4,5,1,0.5,0.34,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,27,1.52E+12,1.52E+12,808,drag_end,1,7,12,prb11647,8,1,7,0,0,1,1,0,1,1,0,0,2,1,4,0,1,4,,,,,,,,,5,,6,1.2,1.5,7.2,1,2,1,2,0,2,0.4,5,1,0.5,0.34,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,31,1.52E+12,1.52E+12,2760,drag_end,7,8,19,prb11647,8,1,7,0,0,1,0,1,0,0,0,1,1,1,5,0,2,5,,,,,,,,,5,,6,1.2,1.5,7.2,1,2,1,2,0,2,0.4,5,1,0.5,0.34,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,33,1.52E+12,1.52E+12,1203,drag_end,2,9,4,prb11647,7,0,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,4,,4,1,1,4,1,2,1,2,0,2,0.5,3,1,0,0,,,8,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,37,1.52E+12,1.52E+12,4853,drag_end,6,10,33,prb11647,7,0,7,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,4,,4,1,1,4,1,2,1,2,0,2,0.5,3,1,0,0,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,39,1.52E+12,1.52E+12,1465,drag_end,5,11,28,prb11647,6,-1,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,8,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,43,1.52E+12,1.52E+12,2440,drag_end,1,12,0,prb11647,5,-2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,45,1.52E+12,1.52E+12,703,drag_end,7,13,18,prb11647,4,-3,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,47,1.52E+12,1.52E+12,792,drag_end,3,14,15,prb11647,4,-3,7,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,49,1.52E+12,1.52E+12,993,drag_end,6,15,30,prb11647,3,-4,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,51,1.52E+12,1.52E+12,1063,drag_end,3,16,21,prb11647,2,-5,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,7,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,54,1.52E+12,1.52E+12,704,drag_end,r,17,16,prb11647,1,-6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,4,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,56,1.52E+12,1.52E+12,0,start,NA,0,NA,prb38725,14,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.5,16,2,4,2,4,0,6,0.67,5,1,0,0,,,12,0,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,58,1.52E+12,1.52E+12,33504,drag_end,6,0,30,prb38725,13,-1,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.71,16,2,4,2,4,0,6,0.67,5,1,0,0,,,12,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,60,1.52E+12,1.52E+12,864,drag_end,0,1,9,prb38725,12,-2,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,11,1.22,1.57,13.44,2,4,2,4,0,6,0.67,5,1,0,0,,,15,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,62,1.52E+12,1.52E+12,969,drag_end,2,2,28,prb38725,11,-3,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,11,1.22,1.57,13.44,2,4,2,4,0,6,0.67,5,1,0,0,,,15,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,64,1.52E+12,1.52E+12,1078,drag_end,5,3,20,prb38725,10,-4,14,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.5,16,2,4,2,4,0,6,0.67,8,1,0,0,,,10,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,66,1.52E+12,1.52E+12,961,drag_end,0,4,21,prb38725,11,-3,14,0,0,1,1,0,0,1,1,0,3,0,1,1,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,2,4,2,4,0,6,0.67,8,1,0,0,,,11,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,68,1.52E+12,1.52E+12,1696,drag_end,4,5,0,prb38725,12,-2,14,0,0,1,1,0,0,1,1,0,3,0,2,2,0,0,,,,,,,,,9,,13,1.44,1.86,18.78,2,4,2,4,0,6,0.67,6,3,0,0,,,13,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,70,1.52E+12,1.52E+12,832,drag_end,7,6,2,prb38725,13,-1,14,0,0,1,1,0,1,1,0,0,2,0,3,3,0,0,,,,,,,,,9,,14,1.56,1.56,21.78,2,4,2,4,0,6,0.67,8,2,0,0,,,10,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,72,1.52E+12,1.52E+12,847,drag_end,3,7,5,prb38725,13,-1,14,0,0,1,0,1,0,0,0,1,1,0,4,4,0,0,,,,,,,,,9,,16,1.78,1.78,28.44,1,9,12,7,20,9,1,8,2,0.081081081,0.05308642,,,9,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,74,1.52E+12,1.52E+12,1249,drag_end,r,8,15,prb38725,12,-2,14,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,9,,16,1.78,1.78,28.44,1,9,13,7,21,9,1,8,2,0.081081081,0.05308642,,,9,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,76,1.52E+12,1.52E+12,904,drag_end,1,9,6,prb38725,12,-2,14,0,0,1,1,1,0,0,1,0,3,0,1,1,0,0,,,,,,,,,7,,11,1.57,1.57,17.29,1,7,6,5,4,7,1,6,2,0.142857143,0.111111111,,,8,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,78,1.52E+12,1.52E+12,1408,drag_end,5,10,8,prb38725,13,-1,14,0,0,1,1,0,0,1,1,0,3,0,2,2,0,0,,,,,,,,,6,,9,1.5,1.5,13.5,1,6,4,5,2,6,1,6,1,0.2,0.144444444,,,4,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,80,1.52E+12,1.52E+12,1016,drag_end,6,11,31,prb38725,14,0,14,0,0,1,1,0,1,1,0,0,2,0,3,3,0,0,,,,,,,,,6,,9,1.5,1.5,13.5,1,6,4,5,2,6,1,6,1,0.2,0.144444444,,,5,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,82,1.52E+12,1.52E+12,792,drag_end,1,12,24,prb38725,14,0,14,0,0,1,1,1,1,0,0,0,2,0,4,4,0,0,,,,,,,,,6,,9,1.5,1.5,13.5,1,6,4,5,2,6,1,6,1,0.2,0.144444444,,,5,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,90,1.52E+12,1.52E+12,5649,drag_end,5,13,14,prb38725,14,0,14,0,0,1,1,1,1,0,0,0,2,0,5,5,0,0,,,,,,,,,6,,9,1.5,1.5,13.5,1,6,4,5,2,6,1,6,1,0.2,0.144444444,,,5,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,92,1.52E+12,1.52E+12,1567,drag_end,3,14,11,prb38725,14,0,14,0,0,1,1,1,1,0,0,0,2,0,6,6,0,0,,,,,,,,,6,,7,1.17,1.17,8.17,2,4,2,4,0,6,1,6,1,0,0,,,6,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,94,1.52E+12,1.52E+12,1073,drag_end,1,15,6,prb38725,14,0,14,0,0,1,0,1,0,0,0,1,1,0,7,7,0,0,,,,,,,,,6,,7,1.17,1.17,8.17,2,4,2,4,0,6,1,6,1,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,96,1.52E+12,1.52E+12,871,drag_end,6,16,30,prb38725,13,-1,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,7,1.17,1.17,8.17,2,4,2,4,0,6,1,6,1,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,98,1.52E+12,1.52E+12,808,drag_end,5,17,20,prb38725,12,-2,14,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,6,,7,1.17,1.17,8.17,2,4,2,4,0,6,1,6,1,0,0,,,6,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,100,1.52E+12,1.52E+12,1352,drag_end,r,18,13,prb38725,12,-2,14,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,6,,6,1,1,6,1,2,1,2,0,2,0.33,6,1,0,0,,,8,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,102,1.52E+12,1.52E+12,1087,drag_end,0,19,9,prb38725,11,-3,14,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,6,,6,1,1.2,6,1,2,1,2,0,2,0.33,4,1,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,104,1.52E+12,1.52E+12,648,drag_end,2,20,27,prb38725,11,-3,14,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,6,,6,1,1.5,6,1,2,1,2,0,2,0.33,4,1,0,0,,,10,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,106,1.52E+12,1.52E+12,761,drag_end,3,21,23,prb38725,10,-4,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,6,1,1.2,6,1,2,1,2,0,2,0.33,4,2,0,0,,,9,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,110,1.52E+12,1.52E+12,2624,drag_end,7,22,4,prb38725,9,-5,14,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,6,,6,1,1,6,1,2,1,2,0,2,0.33,6,1,0,0,,,11,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,112,1.52E+12,1.52E+12,712,drag_end,0,23,3,prb38725,9,-5,14,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,6,,8,1.33,1.33,10.67,1,5,3,5,2,5,0.83,6,1,0.25,0.144444444,,,8,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,114,1.52E+12,1.52E+12,1696,drag_end,4,24,1,prb38725,8,-6,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,8,1.33,1.33,10.67,1,5,3,5,2,5,0.83,6,1,0.25,0.144444444,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,116,1.52E+12,1.52E+12,703,drag_end,1,25,0,prb38725,7,-7,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,8,1.33,1.33,10.67,1,5,3,5,2,5,0.83,6,1,0.25,0.144444444,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,118,1.52E+12,1.52E+12,713,drag_end,r,26,12,prb38725,6,-8,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,8,1.33,1.33,10.67,1,5,3,5,2,5,0.83,6,1,0.25,0.144444444,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,120,1.52E+12,1.52E+12,784,drag_end,5,27,8,prb38725,5,-9,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,6,,8,1.33,1.33,10.67,1,5,3,5,2,5,0.83,6,1,0.25,0.144444444,,,8,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,122,1.52E+12,1.52E+12,802,drag_end,2,28,24,prb38725,4,-10,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,10,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,124,1.52E+12,1.52E+12,838,drag_end,0,29,21,prb38725,3,-11,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,7,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,126,1.52E+12,1.52E+12,704,drag_end,5,30,20,prb38725,2,-12,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,4,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,129,1.52E+12,1.52E+12,592,drag_end,r,31,16,prb38725,1,-13,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,4,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,131,1.52E+12,1.52E+12,0,start,NA,0,NA,prb38526,11,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,14,1.56,1.75,21.78,2,6,4,4,0,8,0.89,7,1,0,0,,,12,0,0,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,133,1.52E+12,1.52E+12,2569,drag_end,2,0,0,prb38526,10,-1,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,2,6,4,4,0,8,0.89,7,1,0,0,,,13,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,135,1.52E+12,1.52E+12,760,drag_end,4,1,3,prb38526,9,-2,11,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,9,,13,1.44,1.44,18.78,2,7,4,4,0,9,1,7,1,0,0,,,11,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,137,1.52E+12,1.52E+12,793,drag_end,0,2,20,prb38526,9,-2,11,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,,,,,,,,,9,,13,1.44,1.44,18.78,2,7,5,6,2,9,1,7,1,0,0,,,10,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,139,1.52E+12,1.52E+12,1031,drag_end,5,3,19,prb38526,8,-3,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,13,1.44,1.62,18.78,2,5,3,4,0,7,0.78,5,3,0,0,,,10,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,141,1.52E+12,1.52E+12,689,drag_end,6,4,30,prb38526,7,-4,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.71,16,2,5,3,4,0,7,0.78,5,3,0,0,,,10,0,1,0,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,143,1.52E+12,1.52E+12,1503,drag_end,3,5,28,prb38526,6,-5,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.5,16,2,5,3,4,0,7,0.78,6,1,0,0,,,9,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,145,1.52E+12,1.52E+12,664,drag_end,7,6,29,prb38526,5,-6,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.5,16,2,5,3,4,0,7,0.78,7,1,0,0,,,11,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,147,1.52E+12,1.52E+12,2458,drag_end,1,7,5,prb38526,4,-7,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,9,,12,1.33,1.5,16,2,5,3,4,0,7,0.78,7,2,0,0,,,12,0,0,1,0,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,149,1.52E+12,1.52E+12,1391,drag_end,0,8,22,prb38526,3,-8,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,2,,1,0.5,1,0.5,1,1,0,0,0,0,0,2,1,0,0,,,8,1,0,0,1,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,151,1.52E+12,1.52E+12,784,drag_end,4,9,21,prb38526,2,-9,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,7,1,0,0,2,,,
ARWF605I7RWM7,3AZHRG4CU5SYU12YRVPCSZALW5003R,ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,154,1.52E+12,1.52E+12,897,drag_end,r,10,16,prb38526,1,-10,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,,,4,1,0,0,3,,,
